trace,fixture,config,waste,h,issued,useful,useful_miss,share_issued,share_useful_miss,total_issued,total_useful_miss,scored_misses
python,h32,h32/pooled-w0.25,0.250,4,13272,8479,650,0.031332,0.031089,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,5,13309,8448,657,0.031420,0.031423,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,6,13066,8336,634,0.030846,0.030323,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,7,13265,8383,628,0.031316,0.030036,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,8,13272,8503,624,0.031332,0.029845,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,9,13277,8419,642,0.031344,0.030706,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,10,13249,8504,667,0.031278,0.031902,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,11,13184,8371,686,0.031125,0.032810,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,12,13083,8375,665,0.030886,0.031806,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,13,13242,8455,628,0.031262,0.030036,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,14,13376,8446,700,0.031578,0.033480,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,15,13238,8369,653,0.031252,0.031232,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,16,13117,8434,673,0.030966,0.032189,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,17,13163,8336,645,0.031075,0.030849,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,18,13213,8347,646,0.031193,0.030897,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,19,13340,8427,640,0.031493,0.030610,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,20,13107,8388,680,0.030943,0.032523,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,21,13221,8431,623,0.031212,0.029797,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,22,13274,8374,622,0.031337,0.029749,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,23,13295,8402,628,0.031387,0.030036,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,24,13266,8587,670,0.031318,0.032045,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,25,13213,8324,693,0.031193,0.033145,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,26,13158,8290,576,0.031063,0.027549,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,27,13255,8401,677,0.031292,0.032380,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,28,13145,8385,662,0.031033,0.031663,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,29,13265,8374,682,0.031316,0.032619,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,30,13319,8463,636,0.031443,0.030419,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,31,13165,8389,643,0.031080,0.030754,423588,20908,107021
python,h32,h32/pooled-w0.25,0.250,32,13317,8407,648,0.031439,0.030993,423588,20908,107021
python,h32,h32/best-ev-tested-w0.05,0.050,1,537980,356452,7248,0.332981,0.238822,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,2,289315,171038,5806,0.179071,0.191308,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,3,166207,89460,1550,0.102873,0.051073,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,4,116119,62225,3867,0.071872,0.127418,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,5,83163,40235,1870,0.051474,0.061617,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,6,63186,30760,1697,0.039109,0.055916,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,7,51029,24157,2856,0.031584,0.094105,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,8,38623,18153,224,0.023906,0.007381,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,9,31936,13938,128,0.019767,0.004218,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,10,28289,13188,490,0.017509,0.016146,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,11,24564,11181,933,0.015204,0.030742,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,12,20304,9189,157,0.012567,0.005173,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,13,17882,7407,87,0.011068,0.002867,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,14,15721,7062,104,0.009730,0.003427,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,15,14128,6369,173,0.008744,0.005700,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,16,12150,5594,112,0.007520,0.003690,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,17,10745,4681,27,0.006651,0.000890,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,18,10156,4535,117,0.006286,0.003855,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,19,8901,3730,10,0.005509,0.000330,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,20,8113,3683,62,0.005022,0.002043,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,21,7356,2968,92,0.004553,0.003031,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,22,6832,2834,54,0.004229,0.001779,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,23,6163,2561,24,0.003815,0.000791,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,24,6609,2526,266,0.004091,0.008765,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,25,5414,2081,20,0.003351,0.000659,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,26,5078,2128,11,0.003143,0.000362,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,27,4738,2024,0,0.002933,0.000000,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,28,4668,2092,50,0.002889,0.001648,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,29,4262,1783,14,0.002638,0.000461,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,30,4131,1765,19,0.002557,0.000626,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,31,3866,1736,11,0.002393,0.000362,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.05,0.050,32,8018,3851,2270,0.004963,0.074797,1615646,30349,107021
python,h32,h32/best-ev-tested-w0.25,0.250,1,224042,148110,5085,0.175885,0.163953,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,2,169464,100304,5232,0.133038,0.168693,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,3,123684,67026,1855,0.097099,0.059810,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,4,97297,51755,3334,0.076383,0.107496,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,5,75357,36590,1460,0.059159,0.047074,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,6,63824,31749,2807,0.050105,0.090505,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,7,53497,24951,2373,0.041998,0.076511,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,8,44175,20112,504,0.034680,0.016250,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,9,38462,16917,306,0.030195,0.009866,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,10,35348,15808,929,0.027750,0.029953,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,11,31539,13973,834,0.024760,0.026890,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,12,28835,12824,940,0.022637,0.030308,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,13,25925,11012,385,0.020353,0.012413,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,14,23109,9441,158,0.018142,0.005094,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,15,21347,8936,194,0.016759,0.006255,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,16,19537,8337,90,0.015338,0.002902,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,17,18404,7897,216,0.014448,0.006964,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,18,17593,7489,497,0.013811,0.016025,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,19,15752,6416,54,0.012366,0.001741,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,20,14953,6549,285,0.011739,0.009189,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,21,13890,5555,157,0.010904,0.005062,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,22,13282,5523,289,0.010427,0.009318,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,23,12227,4784,36,0.009599,0.001161,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,24,11663,4473,45,0.009156,0.001451,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,25,11095,4301,53,0.008710,0.001709,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,26,10878,4493,283,0.008540,0.009125,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,27,10204,4157,120,0.008011,0.003869,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,28,9546,3876,31,0.007494,0.001000,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,29,9162,3689,61,0.007193,0.001967,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,30,8788,3759,79,0.006899,0.002547,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,31,8336,3441,24,0.006544,0.000774,1273797,31015,107021
python,h32,h32/best-ev-tested-w0.25,0.250,32,12582,5720,2299,0.009878,0.074125,1273797,31015,107021
sort,coarse,coarse/best-ev-w0.05,0.050,1,2310,765,74,0.172337,0.521127,13404,142,29667
sort,coarse,coarse/best-ev-w0.05,0.050,2,2196,1729,0,0.163832,0.000000,13404,142,29667
sort,coarse,coarse/best-ev-w0.05,0.050,4,2191,1633,0,0.163459,0.000000,13404,142,29667
sort,coarse,coarse/best-ev-w0.05,0.050,8,2186,1543,0,0.163086,0.000000,13404,142,29667
sort,coarse,coarse/best-ev-w0.05,0.050,16,2182,1331,0,0.162787,0.000000,13404,142,29667
sort,coarse,coarse/best-ev-w0.05,0.050,32,2339,1086,68,0.174500,0.478873,13404,142,29667
sort,coarse,coarse/best-ev-w0.25,0.250,1,679,210,0,0.161898,0.000000,4194,68,29667
sort,coarse,coarse/best-ev-w0.25,0.250,2,676,530,0,0.161183,0.000000,4194,68,29667
sort,coarse,coarse/best-ev-w0.25,0.250,4,677,496,0,0.161421,0.000000,4194,68,29667
sort,coarse,coarse/best-ev-w0.25,0.250,8,675,470,0,0.160944,0.000000,4194,68,29667
sort,coarse,coarse/best-ev-w0.25,0.250,16,673,415,0,0.160467,0.000000,4194,68,29667
sort,coarse,coarse/best-ev-w0.25,0.250,32,814,404,68,0.194087,1.000000,4194,68,29667
sort,coarse,coarse/uniform-random-w0.01,0.010,1,4716,1553,35,0.164814,0.813953,28614,43,29667
sort,coarse,coarse/uniform-random-w0.01,0.010,2,4832,3862,0,0.168868,0.000000,28614,43,29667
sort,coarse,coarse/uniform-random-w0.01,0.010,4,4786,3614,0,0.167261,0.000000,28614,43,29667
sort,coarse,coarse/uniform-random-w0.01,0.010,8,4779,3385,0,0.167016,0.000000,28614,43,29667
sort,coarse,coarse/uniform-random-w0.01,0.010,16,4755,2973,0,0.166177,0.000000,28614,43,29667
sort,coarse,coarse/uniform-random-w0.01,0.010,32,4746,2124,8,0.165863,0.186047,28614,43,29667
sort,coarse,coarse/uniform-random-w0.02,0.020,1,3575,1172,35,0.164747,0.813953,21700,43,29667
sort,coarse,coarse/uniform-random-w0.02,0.020,2,3649,2907,0,0.168157,0.000000,21700,43,29667
sort,coarse,coarse/uniform-random-w0.02,0.020,4,3622,2722,0,0.166912,0.000000,21700,43,29667
sort,coarse,coarse/uniform-random-w0.02,0.020,8,3621,2568,0,0.166866,0.000000,21700,43,29667
sort,coarse,coarse/uniform-random-w0.02,0.020,16,3607,2254,0,0.166221,0.000000,21700,43,29667
sort,coarse,coarse/uniform-random-w0.02,0.020,32,3626,1633,8,0.167097,0.186047,21700,43,29667
sort,coarse,coarse/uniform-random-w0.05,0.050,1,2202,719,35,0.166201,0.813953,13249,43,29667
sort,coarse,coarse/uniform-random-w0.05,0.050,2,2210,1742,0,0.166805,0.000000,13249,43,29667
sort,coarse,coarse/uniform-random-w0.05,0.050,4,2191,1629,0,0.165371,0.000000,13249,43,29667
sort,coarse,coarse/uniform-random-w0.05,0.050,8,2206,1550,0,0.166503,0.000000,13249,43,29667
sort,coarse,coarse/uniform-random-w0.05,0.050,16,2209,1364,0,0.166730,0.000000,13249,43,29667
sort,coarse,coarse/uniform-random-w0.05,0.050,32,2231,1015,8,0.168390,0.186047,13249,43,29667
sort,coarse,coarse/uniform-random-w0.10,0.100,1,1345,442,35,0.169438,0.813953,7938,43,29667
sort,coarse,coarse/uniform-random-w0.10,0.100,2,1313,1030,0,0.165407,0.000000,7938,43,29667
sort,coarse,coarse/uniform-random-w0.10,0.100,4,1306,962,0,0.164525,0.000000,7938,43,29667
sort,coarse,coarse/uniform-random-w0.10,0.100,8,1309,913,0,0.164903,0.000000,7938,43,29667
sort,coarse,coarse/uniform-random-w0.10,0.100,16,1316,812,0,0.165785,0.000000,7938,43,29667
sort,coarse,coarse/uniform-random-w0.10,0.100,32,1349,614,8,0.169942,0.186047,7938,43,29667
sort,coarse,coarse/uniform-random-w0.25,0.250,1,718,241,35,0.175464,0.813953,4092,43,29667
sort,coarse,coarse/uniform-random-w0.25,0.250,2,667,522,0,0.163001,0.000000,4092,43,29667
sort,coarse,coarse/uniform-random-w0.25,0.250,4,670,491,0,0.163734,0.000000,4092,43,29667
sort,coarse,coarse/uniform-random-w0.25,0.250,8,669,463,0,0.163490,0.000000,4092,43,29667
sort,coarse,coarse/uniform-random-w0.25,0.250,16,670,411,0,0.163734,0.000000,4092,43,29667
sort,coarse,coarse/uniform-random-w0.25,0.250,32,698,314,8,0.170577,0.186047,4092,43,29667
sort,coarse,coarse/pooled-w0.05,0.050,1,381,354,0,0.158684,0.000000,2401,0,29667
sort,coarse,coarse/pooled-w0.05,0.050,2,399,370,0,0.166181,0.000000,2401,0,29667
sort,coarse,coarse/pooled-w0.05,0.050,4,408,362,0,0.169929,0.000000,2401,0,29667
sort,coarse,coarse/pooled-w0.05,0.050,8,396,367,0,0.164931,0.000000,2401,0,29667
sort,coarse,coarse/pooled-w0.05,0.050,16,403,363,0,0.167847,0.000000,2401,0,29667
sort,coarse,coarse/pooled-w0.05,0.050,32,414,380,0,0.172428,0.000000,2401,0,29667
sort,coarse,coarse/pooled-w0.25,0.250,1,99,89,0,0.141631,0.000000,699,0,29667
sort,coarse,coarse/pooled-w0.25,0.250,2,125,115,0,0.178827,0.000000,699,0,29667
sort,coarse,coarse/pooled-w0.25,0.250,4,126,117,0,0.180258,0.000000,699,0,29667
sort,coarse,coarse/pooled-w0.25,0.250,8,106,98,0,0.151645,0.000000,699,0,29667
sort,coarse,coarse/pooled-w0.25,0.250,16,120,109,0,0.171674,0.000000,699,0,29667
sort,coarse,coarse/pooled-w0.25,0.250,32,123,110,0,0.175966,0.000000,699,0,29667
sort,coarse,coarse/best-ev-tested-w0.05,0.050,1,2614,922,186,0.195308,1.000000,13384,186,29667
sort,coarse,coarse/best-ev-tested-w0.05,0.050,2,2278,1780,0,0.170203,0.000000,13384,186,29667
sort,coarse,coarse/best-ev-tested-w0.05,0.050,4,2223,1653,0,0.166094,0.000000,13384,186,29667
sort,coarse,coarse/best-ev-tested-w0.05,0.050,8,2179,1540,0,0.162806,0.000000,13384,186,29667
sort,coarse,coarse/best-ev-tested-w0.05,0.050,16,2083,1295,0,0.155634,0.000000,13384,186,29667
sort,coarse,coarse/best-ev-tested-w0.05,0.050,32,2007,891,0,0.149955,0.000000,13384,186,29667
sort,coarse,coarse/best-ev-tested-w0.25,0.250,1,957,401,186,0.222714,1.000000,4297,186,29667
sort,coarse,coarse/best-ev-tested-w0.25,0.250,2,675,531,0,0.157086,0.000000,4297,186,29667
sort,coarse,coarse/best-ev-tested-w0.25,0.250,4,669,494,0,0.155690,0.000000,4297,186,29667
sort,coarse,coarse/best-ev-tested-w0.25,0.250,8,665,463,0,0.154759,0.000000,4297,186,29667
sort,coarse,coarse/best-ev-tested-w0.25,0.250,16,667,414,0,0.155225,0.000000,4297,186,29667
sort,coarse,coarse/best-ev-tested-w0.25,0.250,32,664,287,0,0.154526,0.000000,4297,186,29667
sort,h16,h16/best-ev-w0.05,0.050,1,2097,752,176,0.032927,0.010084,63686,17453,29667
sort,h16,h16/best-ev-w0.05,0.050,2,1831,1474,0,0.028750,0.000000,63686,17453,29667
sort,h16,h16/best-ev-w0.05,0.050,3,1831,499,0,0.028750,0.000000,63686,17453,29667
sort,h16,h16/best-ev-w0.05,0.050,4,1827,1400,0,0.028688,0.000000,63686,17453,29667
sort,h16,h16/best-ev-w0.05,0.050,5,1821,529,0,0.028593,0.000000,63686,17453,29667
sort,h16,h16/best-ev-w0.05,0.050,6,1819,1322,0,0.028562,0.000000,63686,17453,29667
sort,h16,h16/best-ev-w0.05,0.050,7,1809,421,0,0.028405,0.000000,63686,17453,29667
sort,h16,h16/best-ev-w0.05,0.050,8,1806,1298,0,0.028358,0.000000,63686,17453,29667
sort,h16,h16/best-ev-w0.05,0.050,9,36353,35084,17277,0.570816,0.989916,63686,17453,29667
sort,h16,h16/best-ev-w0.05,0.050,10,1795,1297,0,0.028185,0.000000,63686,17453,29667
sort,h16,h16/best-ev-w0.05,0.050,11,1791,601,0,0.028122,0.000000,63686,17453,29667
sort,h16,h16/best-ev-w0.05,0.050,12,1787,1234,0,0.028060,0.000000,63686,17453,29667
sort,h16,h16/best-ev-w0.05,0.050,13,1785,730,0,0.028028,0.000000,63686,17453,29667
sort,h16,h16/best-ev-w0.05,0.050,14,1783,1210,0,0.027997,0.000000,63686,17453,29667
sort,h16,h16/best-ev-w0.05,0.050,15,1779,716,0,0.027934,0.000000,63686,17453,29667
sort,h16,h16/best-ev-w0.05,0.050,16,1772,1129,0,0.027824,0.000000,63686,17453,29667
sort,h16,h16/best-ev-w0.25,0.250,1,900,376,176,0.020054,0.010084,44879,17453,29667
sort,h16,h16/best-ev-w0.25,0.250,2,640,509,0,0.014261,0.000000,44879,17453,29667
sort,h16,h16/best-ev-w0.25,0.250,3,640,175,0,0.014261,0.000000,44879,17453,29667
sort,h16,h16/best-ev-w0.25,0.250,4,638,482,0,0.014216,0.000000,44879,17453,29667
sort,h16,h16/best-ev-w0.25,0.250,5,635,188,0,0.014149,0.000000,44879,17453,29667
sort,h16,h16/best-ev-w0.25,0.250,6,635,456,0,0.014149,0.000000,44879,17453,29667
sort,h16,h16/best-ev-w0.25,0.250,7,629,150,0,0.014015,0.000000,44879,17453,29667
sort,h16,h16/best-ev-w0.25,0.250,8,628,445,0,0.013993,0.000000,44879,17453,29667
sort,h16,h16/best-ev-w0.25,0.250,9,35178,34740,17277,0.783841,0.989916,44879,17453,29667
sort,h16,h16/best-ev-w0.25,0.250,10,623,440,0,0.013882,0.000000,44879,17453,29667
sort,h16,h16/best-ev-w0.25,0.250,11,622,216,0,0.013859,0.000000,44879,17453,29667
sort,h16,h16/best-ev-w0.25,0.250,12,624,418,0,0.013904,0.000000,44879,17453,29667
sort,h16,h16/best-ev-w0.25,0.250,13,625,254,0,0.013926,0.000000,44879,17453,29667
sort,h16,h16/best-ev-w0.25,0.250,14,621,411,0,0.013837,0.000000,44879,17453,29667
sort,h16,h16/best-ev-w0.25,0.250,15,620,251,0,0.013815,0.000000,44879,17453,29667
sort,h16,h16/best-ev-w0.25,0.250,16,621,389,0,0.013837,0.000000,44879,17453,29667
sort,h16,h16/uniform-random-w0.01,0.010,1,3916,1338,14,0.058372,0.006567,67087,2132,29667
sort,h16,h16/uniform-random-w0.01,0.010,2,4018,3207,0,0.059892,0.000000,67087,2132,29667
sort,h16,h16/uniform-random-w0.01,0.010,3,3940,1170,14,0.058730,0.006567,67087,2132,29667
sort,h16,h16/uniform-random-w0.01,0.010,4,3988,2987,0,0.059445,0.000000,67087,2132,29667
sort,h16,h16/uniform-random-w0.01,0.010,5,3901,1182,0,0.058148,0.000000,67087,2132,29667
sort,h16,h16/uniform-random-w0.01,0.010,6,3937,2778,0,0.058685,0.000000,67087,2132,29667
sort,h16,h16/uniform-random-w0.01,0.010,7,3867,939,0,0.057642,0.000000,67087,2132,29667
sort,h16,h16/uniform-random-w0.01,0.010,8,3931,2747,0,0.058596,0.000000,67087,2132,29667
sort,h16,h16/uniform-random-w0.01,0.010,9,5959,3364,1072,0.088825,0.502814,67087,2132,29667
sort,h16,h16/uniform-random-w0.01,0.010,10,6004,4896,1032,0.089496,0.484053,67087,2132,29667
sort,h16,h16/uniform-random-w0.01,0.010,11,3915,1304,0,0.058357,0.000000,67087,2132,29667
sort,h16,h16/uniform-random-w0.01,0.010,12,3947,2666,0,0.058834,0.000000,67087,2132,29667
sort,h16,h16/uniform-random-w0.01,0.010,13,3917,1642,0,0.058387,0.000000,67087,2132,29667
sort,h16,h16/uniform-random-w0.01,0.010,14,3953,2625,0,0.058923,0.000000,67087,2132,29667
sort,h16,h16/uniform-random-w0.01,0.010,15,3945,1601,0,0.058804,0.000000,67087,2132,29667
sort,h16,h16/uniform-random-w0.01,0.010,16,3949,2452,0,0.058864,0.000000,67087,2132,29667
sort,h16,h16/uniform-random-w0.02,0.020,1,2949,997,14,0.057112,0.006567,51635,2132,29667
sort,h16,h16/uniform-random-w0.02,0.020,2,3041,2433,0,0.058894,0.000000,51635,2132,29667
sort,h16,h16/uniform-random-w0.02,0.020,3,2970,870,14,0.057519,0.006567,51635,2132,29667
sort,h16,h16/uniform-random-w0.02,0.020,4,3008,2254,0,0.058255,0.000000,51635,2132,29667
sort,h16,h16/uniform-random-w0.02,0.020,5,2939,869,0,0.056919,0.000000,51635,2132,29667
sort,h16,h16/uniform-random-w0.02,0.020,6,2973,2113,0,0.057577,0.000000,51635,2132,29667
sort,h16,h16/uniform-random-w0.02,0.020,7,2901,687,0,0.056183,0.000000,51635,2132,29667
sort,h16,h16/uniform-random-w0.02,0.020,8,2964,2091,0,0.057403,0.000000,51635,2132,29667
sort,h16,h16/uniform-random-w0.02,0.020,9,5015,3043,1072,0.097124,0.502814,51635,2132,29667
sort,h16,h16/uniform-random-w0.02,0.020,10,5060,4225,1032,0.097996,0.484053,51635,2132,29667
sort,h16,h16/uniform-random-w0.02,0.020,11,2950,974,0,0.057132,0.000000,51635,2132,29667
sort,h16,h16/uniform-random-w0.02,0.020,12,2985,2027,0,0.057810,0.000000,51635,2132,29667
sort,h16,h16/uniform-random-w0.02,0.020,13,2947,1226,0,0.057074,0.000000,51635,2132,29667
sort,h16,h16/uniform-random-w0.02,0.020,14,2977,1990,0,0.057655,0.000000,51635,2132,29667
sort,h16,h16/uniform-random-w0.02,0.020,15,2973,1192,0,0.057577,0.000000,51635,2132,29667
sort,h16,h16/uniform-random-w0.02,0.020,16,2983,1868,0,0.057771,0.000000,51635,2132,29667
sort,h16,h16/uniform-random-w0.05,0.050,1,1833,607,14,0.054371,0.006567,33713,2132,29667
sort,h16,h16/uniform-random-w0.05,0.050,2,1915,1536,0,0.056803,0.000000,33713,2132,29667
sort,h16,h16/uniform-random-w0.05,0.050,3,1842,524,14,0.054638,0.006567,33713,2132,29667
sort,h16,h16/uniform-random-w0.05,0.050,4,1888,1417,0,0.056002,0.000000,33713,2132,29667
sort,h16,h16/uniform-random-w0.05,0.050,5,1817,517,0,0.053896,0.000000,33713,2132,29667
sort,h16,h16/uniform-random-w0.05,0.050,6,1852,1325,0,0.054934,0.000000,33713,2132,29667
sort,h16,h16/uniform-random-w0.05,0.050,7,1793,409,0,0.053184,0.000000,33713,2132,29667
sort,h16,h16/uniform-random-w0.05,0.050,8,1841,1320,0,0.054608,0.000000,33713,2132,29667
sort,h16,h16/uniform-random-w0.05,0.050,9,3922,2682,1072,0.116335,0.502814,33713,2132,29667
sort,h16,h16/uniform-random-w0.05,0.050,10,3957,3430,1032,0.117373,0.484053,33713,2132,29667
sort,h16,h16/uniform-random-w0.05,0.050,11,1830,594,0,0.054282,0.000000,33713,2132,29667
sort,h16,h16/uniform-random-w0.05,0.050,12,1863,1265,0,0.055261,0.000000,33713,2132,29667
sort,h16,h16/uniform-random-w0.05,0.050,13,1836,749,0,0.054460,0.000000,33713,2132,29667
sort,h16,h16/uniform-random-w0.05,0.050,14,1836,1230,0,0.054460,0.000000,33713,2132,29667
sort,h16,h16/uniform-random-w0.05,0.050,15,1832,735,0,0.054341,0.000000,33713,2132,29667
sort,h16,h16/uniform-random-w0.05,0.050,16,1856,1164,0,0.055053,0.000000,33713,2132,29667
sort,h16,h16/uniform-random-w0.10,0.100,1,1161,383,14,0.051055,0.006567,22740,2132,29667
sort,h16,h16/uniform-random-w0.10,0.100,2,1197,959,0,0.052639,0.000000,22740,2132,29667
sort,h16,h16/uniform-random-w0.10,0.100,3,1152,328,14,0.050660,0.006567,22740,2132,29667
sort,h16,h16/uniform-random-w0.10,0.100,4,1179,879,0,0.051847,0.000000,22740,2132,29667
sort,h16,h16/uniform-random-w0.10,0.100,5,1142,325,0,0.050220,0.000000,22740,2132,29667
sort,h16,h16/uniform-random-w0.10,0.100,6,1166,835,0,0.051275,0.000000,22740,2132,29667
sort,h16,h16/uniform-random-w0.10,0.100,7,1125,258,0,0.049472,0.000000,22740,2132,29667
sort,h16,h16/uniform-random-w0.10,0.100,8,1155,829,0,0.050792,0.000000,22740,2132,29667
sort,h16,h16/uniform-random-w0.10,0.100,9,3270,2485,1072,0.143799,0.502814,22740,2132,29667
sort,h16,h16/uniform-random-w0.10,0.100,10,3276,2933,1032,0.144063,0.484053,22740,2132,29667
sort,h16,h16/uniform-random-w0.10,0.100,11,1150,375,0,0.050572,0.000000,22740,2132,29667
sort,h16,h16/uniform-random-w0.10,0.100,12,1167,785,0,0.051319,0.000000,22740,2132,29667
sort,h16,h16/uniform-random-w0.10,0.100,13,1147,465,0,0.050440,0.000000,22740,2132,29667
sort,h16,h16/uniform-random-w0.10,0.100,14,1147,769,0,0.050440,0.000000,22740,2132,29667
sort,h16,h16/uniform-random-w0.10,0.100,15,1136,451,0,0.049956,0.000000,22740,2132,29667
sort,h16,h16/uniform-random-w0.10,0.100,16,1170,731,0,0.051451,0.000000,22740,2132,29667
sort,h16,h16/uniform-random-w0.25,0.250,1,646,209,14,0.044967,0.006567,14366,2132,29667
sort,h16,h16/uniform-random-w0.25,0.250,2,632,500,0,0.043993,0.000000,14366,2132,29667
sort,h16,h16/uniform-random-w0.25,0.250,3,634,182,14,0.044132,0.006567,14366,2132,29667
sort,h16,h16/uniform-random-w0.25,0.250,4,626,461,0,0.043575,0.000000,14366,2132,29667
sort,h16,h16/uniform-random-w0.25,0.250,5,628,183,0,0.043714,0.000000,14366,2132,29667
sort,h16,h16/uniform-random-w0.25,0.250,6,636,455,0,0.044271,0.000000,14366,2132,29667
sort,h16,h16/uniform-random-w0.25,0.250,7,628,145,0,0.043714,0.000000,14366,2132,29667
sort,h16,h16/uniform-random-w0.25,0.250,8,628,444,0,0.043714,0.000000,14366,2132,29667
sort,h16,h16/uniform-random-w0.25,0.250,9,2773,2338,1072,0.193025,0.502814,14366,2132,29667
