trace,fixture,config,waste,h,issued,useful,useful_miss,share_issued,share_useful_miss,total_issued,total_useful_miss,scored_misses
awkhash,h32,h32/best-ev-w0.05,0.050,27,21284,13625,2,0.029052,0.000839,732615,2383,56090
awkhash,h32,h32/best-ev-w0.05,0.050,28,21227,13488,4,0.028974,0.001679,732615,2383,56090
awkhash,h32,h32/best-ev-w0.05,0.050,29,21125,13101,2,0.028835,0.000839,732615,2383,56090
awkhash,h32,h32/best-ev-w0.05,0.050,30,21065,13338,4,0.028753,0.001679,732615,2383,56090
awkhash,h32,h32/best-ev-w0.05,0.050,31,20959,13251,0,0.028608,0.000000,732615,2383,56090
awkhash,h32,h32/best-ev-w0.05,0.050,32,20907,13547,1,0.028537,0.000420,732615,2383,56090
awkhash,coarse,coarse/best-ev-w0.05,0.050,1,48720,34466,344,0.175548,0.274541,277531,1253,56090
awkhash,coarse,coarse/best-ev-w0.05,0.050,2,47465,30623,279,0.171026,0.222666,277531,1253,56090
awkhash,coarse,coarse/best-ev-w0.05,0.050,4,46850,27767,323,0.168810,0.257781,277531,1253,56090
awkhash,coarse,coarse/best-ev-w0.05,0.050,8,45577,27735,139,0.164223,0.110934,277531,1253,56090
awkhash,coarse,coarse/best-ev-w0.05,0.050,16,44834,26701,154,0.161546,0.122905,277531,1253,56090
awkhash,coarse,coarse/best-ev-w0.05,0.050,32,44085,28054,14,0.158847,0.011173,277531,1253,56090
awkhash,h32,h32/best-ev-w0.25,0.250,1,14417,10078,245,0.040892,0.169550,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,2,13672,8707,142,0.038779,0.098270,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,3,13341,7938,217,0.037840,0.150173,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,4,12895,7522,116,0.036575,0.080277,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,5,12563,7204,84,0.035634,0.058131,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,6,12269,7315,40,0.034800,0.027682,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,7,12232,7459,136,0.034695,0.094118,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,8,11756,7033,19,0.033345,0.013149,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,9,11663,6914,68,0.033081,0.047059,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,10,11993,7298,201,0.034017,0.139100,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,11,11347,6665,41,0.032185,0.028374,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,12,11138,6685,4,0.031592,0.002768,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,13,11237,7000,81,0.031873,0.056055,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,14,10875,6582,3,0.030846,0.002076,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,15,10754,6433,3,0.030503,0.002076,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,16,10695,6271,27,0.030335,0.018685,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,17,10563,6241,0,0.029961,0.000000,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,18,10500,6345,1,0.029782,0.000692,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,19,10420,6409,3,0.029555,0.002076,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,20,10293,6274,2,0.029195,0.001384,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,21,10220,6241,1,0.028988,0.000692,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,22,10159,6118,2,0.028815,0.001384,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,23,10077,6154,1,0.028582,0.000692,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,24,9996,6050,0,0.028353,0.000000,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,25,9904,6113,0,0.028092,0.000000,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,26,9835,6134,0,0.027896,0.000000,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,27,9762,6112,0,0.027689,0.000000,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,28,9703,6088,2,0.027522,0.001384,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,29,9665,5863,5,0.027414,0.003460,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,30,9587,5973,0,0.027193,0.000000,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,31,9536,5871,0,0.027048,0.000000,352559,1445,56090
awkhash,h32,h32/best-ev-w0.25,0.250,32,9492,6027,1,0.026923,0.000692,352559,1445,56090
awkhash,coarse,coarse/best-ev-w0.25,0.250,1,20340,14156,328,0.182572,0.316602,111408,1036,56090
awkhash,coarse,coarse/best-ev-w0.25,0.250,2,19302,12358,205,0.173255,0.197876,111408,1036,56090
awkhash,coarse,coarse/best-ev-w0.25,0.250,4,18789,11002,216,0.168650,0.208494,111408,1036,56090
awkhash,coarse,coarse/best-ev-w0.25,0.250,8,18123,10772,128,0.162672,0.123552,111408,1036,56090
awkhash,coarse,coarse/best-ev-w0.25,0.250,16,17686,10318,144,0.158750,0.138996,111408,1036,56090
awkhash,coarse,coarse/best-ev-w0.25,0.250,32,17168,10866,15,0.154100,0.014479,111408,1036,56090
awkhash,h32,h32/best-ev-w1.00,1.000,1,6681,4561,153,0.049272,0.174458,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,2,6277,3960,155,0.046293,0.176739,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,3,5901,3499,150,0.043520,0.171038,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,4,5571,3173,81,0.041086,0.092360,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,5,5311,3011,80,0.039168,0.091220,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,6,5072,2898,24,0.037406,0.027366,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,7,4915,2914,42,0.036248,0.047891,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,8,4749,2712,12,0.035024,0.013683,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,9,4649,2680,31,0.034286,0.035348,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,10,4539,2687,38,0.033475,0.043330,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,11,4410,2542,34,0.032524,0.038769,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,12,4310,2517,5,0.031786,0.005701,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,13,4244,2589,36,0.031299,0.041049,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,14,4109,2420,1,0.030304,0.001140,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,15,4019,2368,1,0.029640,0.001140,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,16,4003,2295,26,0.029522,0.029647,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,17,3908,2258,0,0.028821,0.000000,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,18,3853,2283,1,0.028416,0.001140,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,19,3795,2305,2,0.027988,0.002281,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,20,3739,2240,1,0.027575,0.001140,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,21,3685,2218,0,0.027177,0.000000,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,22,3648,2152,0,0.026904,0.000000,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,23,3599,2167,0,0.026542,0.000000,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,24,3551,2113,0,0.026188,0.000000,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,25,3496,2122,0,0.025783,0.000000,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,26,3465,2136,0,0.025554,0.000000,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,27,3435,2134,0,0.025333,0.000000,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,28,3402,2112,1,0.025090,0.001140,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,29,3367,2027,1,0.024831,0.001140,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,30,3331,2050,1,0.024566,0.001140,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,31,3290,2031,0,0.024264,0.000000,135594,877,56090
awkhash,h32,h32/best-ev-w1.00,1.000,32,3270,2061,1,0.024116,0.001140,135594,877,56090
awkhash,coarse,coarse/best-ev-w1.00,1.000,1,6779,4645,167,0.188410,0.226594,35980,737,56090
awkhash,coarse,coarse/best-ev-w1.00,1.000,2,6405,4084,168,0.178016,0.227951,35980,737,56090
awkhash,coarse,coarse/best-ev-w1.00,1.000,4,6032,3527,117,0.167649,0.158752,35980,737,56090
awkhash,coarse,coarse/best-ev-w1.00,1.000,8,5788,3399,124,0.160867,0.168250,35980,737,56090
awkhash,coarse,coarse/best-ev-w1.00,1.000,16,5645,3276,147,0.156893,0.199457,35980,737,56090
awkhash,coarse,coarse/best-ev-w1.00,1.000,32,5331,3310,14,0.148166,0.018996,35980,737,56090
awkhash,h32,h32/best-ev-w4.00,4.000,1,6655,4548,150,0.049114,0.189394,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,2,6205,3897,92,0.045793,0.116162,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,3,5858,3457,113,0.043232,0.142677,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,4,5572,3175,80,0.041122,0.101010,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,5,5299,2998,68,0.039107,0.085859,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,6,5081,2907,27,0.037498,0.034091,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,7,4919,2916,42,0.036303,0.053030,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,8,4756,2718,14,0.035100,0.017677,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,9,4642,2675,25,0.034258,0.031566,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,10,4537,2696,50,0.033483,0.063131,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,11,4408,2537,26,0.032531,0.032828,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,12,4327,2537,20,0.031934,0.025253,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,13,4252,2609,60,0.031380,0.075758,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,14,4112,2419,1,0.030347,0.001263,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,15,4020,2366,1,0.029668,0.001263,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,16,3982,2279,9,0.029387,0.011364,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,17,3914,2262,5,0.028886,0.006313,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,18,3855,2283,1,0.028450,0.001263,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,19,3798,2307,3,0.028030,0.003788,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,20,3743,2241,1,0.027624,0.001263,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,21,3690,2221,0,0.027232,0.000000,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,22,3652,2153,0,0.026952,0.000000,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,23,3602,2168,0,0.026583,0.000000,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,24,3554,2113,0,0.026229,0.000000,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,25,3499,2125,0,0.025823,0.000000,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,26,3468,2139,0,0.025594,0.000000,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,27,3436,2136,0,0.025358,0.000000,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,28,3404,2112,1,0.025122,0.001263,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,29,3367,2026,1,0.024849,0.001263,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,30,3331,2049,1,0.024583,0.001263,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,31,3292,2031,0,0.024295,0.000000,135500,792,56090
awkhash,h32,h32/best-ev-w4.00,4.000,32,3270,2061,1,0.024133,0.001263,135500,792,56090
awkhash,coarse,coarse/best-ev-w4.00,4.000,1,6712,4603,138,0.187880,0.256983,35725,537,56090
awkhash,coarse,coarse/best-ev-w4.00,4.000,2,6324,4015,107,0.177019,0.199255,35725,537,56090
awkhash,coarse,coarse/best-ev-w4.00,4.000,4,6007,3505,97,0.168146,0.180633,35725,537,56090
awkhash,coarse,coarse/best-ev-w4.00,4.000,8,5762,3370,100,0.161288,0.186220,35725,537,56090
awkhash,coarse,coarse/best-ev-w4.00,4.000,16,5559,3196,69,0.155605,0.128492,35725,537,56090
awkhash,coarse,coarse/best-ev-w4.00,4.000,32,5361,3340,26,0.150063,0.048417,35725,537,56090
awkhash,h32,h32/best-ev-w16.00,16.000,1,6645,4538,140,0.049038,0.177665,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,2,6212,3904,100,0.045842,0.126904,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,3,5850,3449,104,0.043171,0.131980,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,4,5575,3178,84,0.041141,0.106599,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,5,5305,3003,74,0.039149,0.093909,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,6,5079,2905,26,0.037481,0.032995,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,7,4917,2915,42,0.036286,0.053299,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,8,4759,2722,18,0.035120,0.022843,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,9,4639,2672,25,0.034234,0.031726,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,10,4540,2698,52,0.033504,0.065990,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,11,4404,2533,21,0.032500,0.026650,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,12,4327,2537,19,0.031932,0.024112,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,13,4247,2604,55,0.031341,0.069797,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,14,4118,2425,7,0.030389,0.008883,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,15,4021,2367,1,0.029674,0.001269,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,16,3980,2278,7,0.029371,0.008883,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,17,3913,2261,2,0.028877,0.002538,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,18,3856,2284,1,0.028456,0.001269,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,19,3801,2310,5,0.028050,0.006345,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,20,3744,2242,1,0.027629,0.001269,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,21,3691,2221,0,0.027238,0.000000,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,22,3654,2154,0,0.026965,0.000000,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,23,3602,2168,0,0.026581,0.000000,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,24,3555,2114,0,0.026235,0.000000,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,25,3500,2126,0,0.025829,0.000000,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,26,3469,2140,0,0.025600,0.000000,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,27,3437,2137,0,0.025364,0.000000,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,28,3405,2113,1,0.025128,0.001269,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,29,3368,2027,1,0.024855,0.001269,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,30,3332,2050,1,0.024589,0.001269,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,31,3292,2032,0,0.024294,0.000000,135508,788,56090
awkhash,h32,h32/best-ev-w16.00,16.000,32,3271,2062,1,0.024139,0.001269,135508,788,56090
awkhash,coarse,coarse/best-ev-w16.00,16.000,1,6713,4605,139,0.187892,0.260300,35728,534,56090
awkhash,coarse,coarse/best-ev-w16.00,16.000,2,6333,4024,116,0.177256,0.217228,35728,534,56090
awkhash,coarse,coarse/best-ev-w16.00,16.000,4,5988,3486,79,0.167600,0.147940,35728,534,56090
awkhash,coarse,coarse/best-ev-w16.00,16.000,8,5792,3399,126,0.162114,0.235955,35728,534,56090
awkhash,coarse,coarse/best-ev-w16.00,16.000,16,5548,3185,57,0.155284,0.106742,35728,534,56090
awkhash,coarse,coarse/best-ev-w16.00,16.000,32,5354,3331,17,0.149854,0.031835,35728,534,56090
awkhash,h32,h32/best-ev-w64.00,64.000,1,6645,4538,140,0.049038,0.177665,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,2,6212,3904,100,0.045842,0.126904,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,3,5850,3449,104,0.043171,0.131980,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,4,5575,3178,84,0.041141,0.106599,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,5,5305,3003,74,0.039149,0.093909,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,6,5079,2905,26,0.037481,0.032995,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,7,4917,2915,42,0.036286,0.053299,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,8,4759,2722,18,0.035120,0.022843,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,9,4639,2672,25,0.034234,0.031726,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,10,4540,2698,52,0.033504,0.065990,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,11,4404,2533,21,0.032500,0.026650,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,12,4327,2537,19,0.031932,0.024112,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,13,4247,2604,55,0.031341,0.069797,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,14,4118,2425,7,0.030389,0.008883,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,15,4021,2367,1,0.029674,0.001269,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,16,3980,2278,7,0.029371,0.008883,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,17,3913,2261,2,0.028877,0.002538,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,18,3856,2284,1,0.028456,0.001269,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,19,3801,2310,5,0.028050,0.006345,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,20,3744,2242,1,0.027629,0.001269,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,21,3691,2221,0,0.027238,0.000000,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,22,3654,2154,0,0.026965,0.000000,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,23,3602,2168,0,0.026581,0.000000,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,24,3555,2114,0,0.026235,0.000000,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,25,3500,2126,0,0.025829,0.000000,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,26,3469,2140,0,0.025600,0.000000,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,27,3437,2137,0,0.025364,0.000000,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,28,3405,2113,1,0.025128,0.001269,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,29,3368,2027,1,0.024855,0.001269,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,30,3332,2050,1,0.024589,0.001269,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,31,3292,2032,0,0.024294,0.000000,135508,788,56090
awkhash,h32,h32/best-ev-w64.00,64.000,32,3271,2062,1,0.024139,0.001269,135508,788,56090
awkhash,coarse,coarse/best-ev-w64.00,64.000,1,6713,4605,139,0.187892,0.260300,35728,534,56090
awkhash,coarse,coarse/best-ev-w64.00,64.000,2,6333,4024,116,0.177256,0.217228,35728,534,56090
awkhash,coarse,coarse/best-ev-w64.00,64.000,4,5988,3486,79,0.167600,0.147940,35728,534,56090
awkhash,coarse,coarse/best-ev-w64.00,64.000,8,5792,3399,126,0.162114,0.235955,35728,534,56090
awkhash,coarse,coarse/best-ev-w64.00,64.000,16,5548,3185,57,0.155284,0.106742,35728,534,56090
awkhash,coarse,coarse/best-ev-w64.00,64.000,32,5354,3331,17,0.149854,0.031835,35728,534,56090
awkhash,h32,h32/best-ev-w256.00,256.000,1,6645,4538,140,0.049038,0.177665,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,2,6212,3904,100,0.045842,0.126904,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,3,5850,3449,104,0.043171,0.131980,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,4,5575,3178,84,0.041141,0.106599,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,5,5305,3003,74,0.039149,0.093909,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,6,5079,2905,26,0.037481,0.032995,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,7,4917,2915,42,0.036286,0.053299,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,8,4759,2722,18,0.035120,0.022843,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,9,4639,2672,25,0.034234,0.031726,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,10,4540,2698,52,0.033504,0.065990,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,11,4404,2533,21,0.032500,0.026650,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,12,4327,2537,19,0.031932,0.024112,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,13,4247,2604,55,0.031341,0.069797,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,14,4118,2425,7,0.030389,0.008883,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,15,4021,2367,1,0.029674,0.001269,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,16,3980,2278,7,0.029371,0.008883,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,17,3913,2261,2,0.028877,0.002538,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,18,3856,2284,1,0.028456,0.001269,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,19,3801,2310,5,0.028050,0.006345,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,20,3744,2242,1,0.027629,0.001269,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,21,3691,2221,0,0.027238,0.000000,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,22,3654,2154,0,0.026965,0.000000,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,23,3602,2168,0,0.026581,0.000000,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,24,3555,2114,0,0.026235,0.000000,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,25,3500,2126,0,0.025829,0.000000,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,26,3469,2140,0,0.025600,0.000000,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,27,3437,2137,0,0.025364,0.000000,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,28,3405,2113,1,0.025128,0.001269,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,29,3368,2027,1,0.024855,0.001269,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,30,3332,2050,1,0.024589,0.001269,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,31,3292,2032,0,0.024294,0.000000,135508,788,56090
awkhash,h32,h32/best-ev-w256.00,256.000,32,3271,2062,1,0.024139,0.001269,135508,788,56090
awkhash,coarse,coarse/best-ev-w256.00,256.000,1,6713,4605,139,0.187892,0.260300,35728,534,56090
awkhash,coarse,coarse/best-ev-w256.00,256.000,2,6333,4024,116,0.177256,0.217228,35728,534,56090
awkhash,coarse,coarse/best-ev-w256.00,256.000,4,5988,3486,79,0.167600,0.147940,35728,534,56090
awkhash,coarse,coarse/best-ev-w256.00,256.000,8,5792,3399,126,0.162114,0.235955,35728,534,56090
awkhash,coarse,coarse/best-ev-w256.00,256.000,16,5548,3185,57,0.155284,0.106742,35728,534,56090
awkhash,coarse,coarse/best-ev-w256.00,256.000,32,5354,3331,17,0.149854,0.031835,35728,534,56090
gcc,h32,h32/best-ev-w0.05,0.050,1,50883,39963,1205,0.048094,0.086960,1057980,13857,33055
gcc,h32,h32/best-ev-w0.05,0.050,2,50733,38264,4511,0.047953,0.325539,1057980,13857,33055
gcc,h32,h32/best-ev-w0.05,0.050,3,45417,32618,1651,0.042928,0.119146,1057980,13857,33055
gcc,h32,h32/best-ev-w0.05,0.050,4,42556,29063,776,0.040224,0.056001,1057980,13857,33055
gcc,h32,h32/best-ev-w0.05,0.050,5,44364,29144,2755,0.041933,0.198816,1057980,13857,33055
gcc,h32,h32/best-ev-w0.05,0.050,6,38227,24629,78,0.036132,0.005629,1057980,13857,33055
gcc,h32,h32/best-ev-w0.05,0.050,7,37199,23180,80,0.035160,0.005773,1057980,13857,33055
gcc,h32,h32/best-ev-w0.05,0.050,8,36210,22610,176,0.034226,0.012701,1057980,13857,33055
gcc,h32,h32/best-ev-w0.05,0.050,9,35013,21945,38,0.033094,0.002742,1057980,13857,33055
gcc,h32,h32/best-ev-w0.05,0.050,10,34395,21162,92,0.032510,0.006639,1057980,13857,33055
gcc,h32,h32/best-ev-w0.05,0.050,11,33569,20606,60,0.031729,0.004330,1057980,13857,33055
gcc,h32,h32/best-ev-w0.05,0.050,12,32891,20363,48,0.031088,0.003464,1057980,13857,33055
gcc,h32,h32/best-ev-w0.05,0.050,13,32474,19898,92,0.030694,0.006639,1057980,13857,33055
gcc,h32,h32/best-ev-w0.05,0.050,14,31711,19408,33,0.029973,0.002381,1057980,13857,33055
gcc,h32,h32/best-ev-w0.05,0.050,15,31283,19470,63,0.029569,0.004546,1057980,13857,33055
gcc,h32,h32/best-ev-w0.05,0.050,16,30918,19224,123,0.029224,0.008876,1057980,13857,33055
gcc,h32,h32/best-ev-w0.05,0.050,17,30301,18786,30,0.028640,0.002165,1057980,13857,33055
gcc,h32,h32/best-ev-w0.05,0.050,18,29929,18786,37,0.028289,0.002670,1057980,13857,33055
gcc,h32,h32/best-ev-w0.05,0.050,19,29517,18023,31,0.027899,0.002237,1057980,13857,33055
gcc,h32,h32/best-ev-w0.05,0.050,20,29203,18043,28,0.027603,0.002021,1057980,13857,33055
