phase,trace,config,context,learner,window,waste,eval_begin,eval_end,accuracy,coverage,net_per_1k,strict_acc,strict_cov,strict_net_per_1k,mean_lead_data,mean_lead_total,issued,useful,useful_miss,scored_refs,scored_misses,action_rate,self_issued,self_useful,dedup_suppressed,state_bytes,table_bytes,update_ops,ns_per_ref,inserts,evictions,unresolved
A-split,sort,split-warmup-0.20-explicit4,explicit-4,counts-eu,32,0.250,0.2000,1.0000,0.937370,0.172295,169.417,0.000336,0.006270,-45.875,1.000,3.3,553359,518702,186,3010544,29667,0.183807,172839,172839,0,41,457179136,0,26.84,7812,0,0
A-split,sort,split-warmup-0.35,bitty-4x8-ternary,counts-eu,32,0.250,0.3500,1.0000,0.976948,0.177798,176.749,0.000339,0.006251,-45.421,1.000,3.6,445168,434906,151,2446067,24156,0.181993,140427,140427,12267,137,457179136,391578272,63.36,23259,0,0
A-split,sort,split-warmup-0.35-explicit4,explicit-4,counts-eu,32,0.250,0.3500,1.0000,0.937374,0.172292,169.414,0.000336,0.006251,-45.873,1.000,3.3,449593,421437,151,2446067,24156,0.183802,140429,140429,0,41,457179136,0,26.36,7812,0,0
A-split,sort,split-warmup-0.50,bitty-4x8-ternary,counts-eu,32,0.250,0.5000,1.0000,0.976880,0.177805,176.753,0.000342,0.006297,-45.426,1.000,3.6,342475,334557,117,1881590,18581,0.182014,108017,108017,9472,137,457179136,391578272,62.94,23259,0,0
A-split,sort,split-warmup-0.50-explicit4,explicit-4,counts-eu,32,0.250,0.5000,1.0000,0.937393,0.172287,169.410,0.000338,0.006297,-45.871,1.000,3.3,345824,324173,117,1881590,18581,0.183793,108019,108019,0,41,457179136,0,26.11,7812,0,0
A-roll,sort,roll-0.20-0.30,bitty-4x8-ternary,counts-eu,32,0.250,0.2000,0.3000,0.977396,0.177866,176.837,0.000321,0.006022,-45.422,1.000,3.6,68482,66934,22,376318,3653,0.181979,21609,21609,1856,137,457179136,391578272,62.09,23259,0,0
A-roll,sort,roll-0.20-0.30-explicit4,explicit-4,counts-eu,32,0.250,0.2000,0.3000,0.937355,0.172325,169.446,0.000318,0.006022,-45.887,1.000,3.3,69183,64849,22,376318,3653,0.183842,21609,21609,0,41,457179136,0,25.27,7812,0,0
A-roll,sort,roll-0.30-0.40,bitty-4x8-ternary,counts-eu,32,0.250,0.3000,0.4000,0.976842,0.177773,176.719,0.000365,0.006728,-45.414,1.000,3.6,68485,66899,25,376318,3716,0.181987,21605,21605,1849,137,457179136,391578272,62.06,23259,0,0
A-roll,sort,roll-0.30-0.40-explicit4,explicit-4,counts-eu,32,0.250,0.3000,0.4000,0.937332,0.172298,169.419,0.000361,0.006728,-45.871,1.000,3.3,69174,64839,25,376318,3716,0.183818,21605,21605,0,41,457179136,0,25.44,7812,0,0
A-roll,sort,roll-0.40-0.50,bitty-4x8-ternary,counts-eu,32,0.250,0.4000,0.5000,0.977301,0.177791,176.759,0.000321,0.005919,-45.407,1.000,3.6,68460,66906,22,376318,3717,0.181921,21606,21606,1872,137,457179136,391578272,64.03,23259,0,0
A-roll,sort,roll-0.40-0.50-explicit4,explicit-4,counts-eu,32,0.250,0.4000,0.5000,0.937307,0.172304,169.423,0.000318,0.005919,-45.884,1.000,3.3,69178,64841,22,376318,3717,0.183829,21606,21606,0,41,457179136,0,25.91,7812,0,0
A-roll,sort,roll-0.50-0.60,bitty-4x8-ternary,counts-eu,32,0.250,0.5000,0.6000,0.976850,0.177836,176.783,0.000336,0.006189,-45.436,1.000,3.6,68509,66923,23,376318,3716,0.182051,21610,21610,1918,137,457179136,391578272,61.63,23259,0,0
A-roll,sort,roll-0.50-0.60-explicit4,explicit-4,counts-eu,32,0.250,0.5000,0.6000,0.937441,0.172341,169.466,0.000332,0.006189,-45.884,1.000,3.3,69183,64855,23,376318,3716,0.183842,21611,21611,0,41,457179136,0,25.33,7812,0,0
A-roll,sort,roll-0.60-0.70,bitty-4x8-ternary,counts-eu,32,0.250,0.6000,0.7000,0.976784,0.177767,176.711,0.000336,0.006189,-45.422,1.000,3.6,68487,66897,23,376318,3716,0.181992,21600,21599,1930,137,457179136,391578272,62.14,23259,0,0
A-roll,sort,roll-0.60-0.70-explicit4,explicit-4,counts-eu,32,0.250,0.6000,0.7000,0.937329,0.172251,169.371,0.000333,0.006189,-45.865,1.000,3.3,69155,64821,23,376318,3716,0.183767,21600,21599,0,41,457179136,0,25.52,7812,0,0
A-roll,sort,roll-0.70-0.80,bitty-4x8-ternary,counts-eu,32,0.250,0.7000,0.8000,0.977594,0.177967,176.947,0.000336,0.006188,-45.435,1.000,3.6,68507,66972,23,376318,3717,0.182046,21643,21643,1759,137,457179136,391578272,62.78,23259,0,0
A-roll,sort,roll-0.70-0.80-explicit4,explicit-4,counts-eu,32,0.250,0.7000,0.8000,0.937384,0.172609,169.727,0.000332,0.006188,-45.958,1.000,3.3,69295,64956,23,376318,3717,0.184139,21644,21644,0,41,457179136,0,25.34,7812,0,0
A-roll,sort,roll-0.80-0.90,bitty-4x8-ternary,counts-eu,32,0.250,0.8000,0.9000,0.976864,0.177722,176.670,0.000351,0.006457,-45.403,1.000,3.6,68464,66880,24,376318,3717,0.181931,21592,21591,1907,137,457179136,391578272,62.12,23259,0,0
A-roll,sort,roll-0.80-0.90-explicit4,explicit-4,counts-eu,32,0.250,0.8000,0.9000,0.937363,0.172189,169.313,0.000347,0.006457,-45.844,1.000,3.3,69128,64798,24,376318,3717,0.183696,21592,21591,0,41,457179136,0,25.43,7812,0,0
A-roll,sort,roll-0.90-1.00,bitty-4x8-ternary,counts-eu,32,0.250,0.9000,1.0000,0.976266,0.177727,176.647,0.000350,0.006460,-45.432,1.000,3.6,68508,66882,24,376318,3715,0.182048,21572,21572,1958,137,457179136,391578272,65.07,23259,0,0
A-roll,sort,roll-0.90-1.00-explicit4,explicit-4,counts-eu,32,0.250,0.9000,1.0000,0.937405,0.172035,169.163,0.000348,0.006460,-45.801,1.000,3.3,69063,64740,24,376318,3715,0.183523,21572,21572,0,41,457179136,0,25.16,7812,0,0
B,sort,type+delta,type+delta,counts-eu,32,0.100,0.2000,1.0000,0.447921,0.049713,43.586,0.000000,0.000000,-11.099,5.558,27.0,334128,149663,0,3010544,29667,0.110986,334128,149663,0,9,457179136,0,18.67,53,0,2
B,sort,pc-only,pc-only,counts-eu,32,0.100,0.2000,1.0000,0.900993,0.206742,204.470,0.000269,0.006270,-22.878,1.989,7.5,690799,622405,186,3010544,29667,0.229460,207407,207407,242805,17,457179136,0,20.26,4966,0,0
B,sort,explicit-1,explicit-1,counts-eu,32,0.100,0.2000,1.0000,0.900993,0.206742,204.470,0.000269,0.006270,-22.878,1.989,7.5,690799,622405,186,3010544,29667,0.229460,207407,207407,242805,17,457179136,0,23.69,4966,0,0
B,sort,explicit-2,explicit-2,counts-eu,32,0.100,0.2000,1.0000,0.889977,0.183777,181.505,0.000299,0.006270,-20.582,1.925,7.3,621668,553270,186,3010544,29667,0.206497,172839,172839,242805,25,457179136,0,24.30,5902,0,0
B,sort,explicit-4,explicit-4,counts-eu,32,0.100,0.2000,1.0000,0.890630,0.183777,181.521,0.000299,0.006270,-20.567,1.799,6.8,621212,553270,186,3010544,29667,0.206345,172839,172839,208696,41,457179136,0,27.54,7812,0,0
B,sort,explicit-8,explicit-8,counts-eu,32,0.100,0.2000,1.0000,0.893608,0.183777,181.589,0.000300,0.006270,-20.498,1.550,5.8,619142,553270,186,3010544,29667,0.205658,172839,172839,141636,73,457179136,0,33.35,11112,0,0
B,sort,explicit-16,explicit-16,counts-eu,32,0.100,0.2000,1.0000,0.877493,0.195259,192.533,0.000278,0.006270,-22.184,2.329,9.6,669905,587837,186,3010544,29667,0.222520,172839,172839,299778,137,457179136,0,46.32,17126,0,2
B,sort,bitty-1x8-tau8,bitty-1x8-tau8,counts-eu,32,0.100,0.2000,1.0000,0.934824,0.160751,159.630,0.000000,0.000000,-17.196,2.147,8.1,517689,483948,0,3010544,29667,0.171959,138271,138271,277372,41,457179136,97894568,42.88,6401,0,0
B,sort,bitty-1x8-tau32,bitty-1x8-tau32,counts-eu,32,0.100,0.2000,1.0000,0.724091,0.159330,153.259,0.000000,0.000000,-22.004,1.924,7.6,662446,479671,0,3010544,29667,0.220042,130062,122878,446909,41,457179136,97894568,44.50,10622,0,0
B,sort,bitty-4x8-ternary,bitty-4x8-ternary,counts-eu,32,0.100,0.2000,1.0000,0.915343,0.192384,190.604,0.000294,0.006270,-20.950,1.535,6.1,632745,579179,186,3010544,29667,0.210176,172837,172837,193901,137,457179136,391578272,66.51,23259,0,0
B,sort,random-matched,random-matched,counts-eu,32,0.100,0.2000,1.0000,0.249012,0.008431,5.888,0.001109,0.003809,-3.344,4.976,21.1,101927,25381,113,3010544,29667,0.033857,26497,23179,134,8,457179136,0,89.78,1019348,90,8
B,sort,bitty-shuffled-instr,bitty-shuffled-instr,counts-eu,32,0.100,0.2000,1.0000,0.504990,0.103536,93.387,0.000011,0.000236,-20.500,3.136,12.7,617238,311699,7,3010544,29667,0.205025,241667,208709,9710,137,457179136,391578272,161.19,563407,0,3
B,sort,bitty-no-delta,bitty-no-delta,counts-eu,32,0.100,0.2000,1.0000,0.851196,0.169991,167.019,0.000309,0.006270,-19.903,1.011,3.9,601232,511766,186,3010544,29667,0.199709,239708,172748,52208,137,457179136,391578272,64.92,20237,0,1
B,sort,bitty-no-type,bitty-no-type,counts-eu,32,0.100,0.2000,1.0000,0.915203,0.192354,190.572,0.000294,0.006270,-20.950,1.535,6.1,632745,579090,186,3010544,29667,0.210176,172748,172748,193901,137,457179136,391578272,66.59,23029,0,0
B,sort,bitty-instr-only,bitty-instr-only,counts-eu,32,0.100,0.2000,1.0000,0.915343,0.192384,190.604,0.000294,0.006270,-20.950,1.535,6.1,632745,579179,186,3010544,29667,0.210176,172837,172837,193901,137,457179136,391578272,65.04,23259,0,0
B,sort,bitty-data-only,bitty-data-only,counts-eu,32,0.100,0.2000,1.0000,0.377833,0.033131,27.676,0.000000,0.000000,-8.769,5.028,21.6,263987,99743,0,3010544,29667,0.087687,495,490,343510,137,457179136,120421728,107.79,2066463,9684,4
B,sort,bitty-instr+data,bitty-instr+data,counts-eu,32,0.100,0.2000,1.0000,0.561576,0.193279,178.189,0.000000,0.000000,-34.417,1.767,7.2,1036145,581874,0,3010544,29667,0.344172,166056,165138,209214,137,457179136,512000000,130.12,169008,0,4
B,sort,type+delta,type+delta,counts-eu,32,0.250,0.2000,1.0000,0.430707,0.028130,18.835,0.000000,0.000000,-16.328,6.090,28.6,196623,84687,0,3010544,29667,0.065311,196623,84687,0,9,457179136,0,18.29,53,0,0
B,sort,pc-only,pc-only,counts-eu,32,0.250,0.2000,1.0000,0.944326,0.195259,192.381,0.000299,0.006270,-51.616,1.176,4.0,622494,587837,186,3010544,29667,0.206771,207407,207407,0,17,457179136,0,19.89,4966,0,0
B,sort,explicit-1,explicit-1,counts-eu,32,0.250,0.2000,1.0000,0.944326,0.195259,192.381,0.000299,0.006270,-51.616,1.176,4.0,622494,587837,186,3010544,29667,0.206771,207407,207407,0,17,457179136,0,22.64,4966,0,0
B,sort,explicit-2,explicit-2,counts-eu,32,0.250,0.2000,1.0000,0.937370,0.172295,169.417,0.000336,0.006270,-45.875,1.000,3.3,553359,518702,186,3010544,29667,0.183807,172839,172839,0,25,457179136,0,24.15,5902,0,0
B,sort,explicit-4,explicit-4,counts-eu,32,0.250,0.2000,1.0000,0.937370,0.172295,169.417,0.000336,0.006270,-45.875,1.000,3.3,553359,518702,186,3010544,29667,0.183807,172839,172839,0,41,457179136,0,26.78,7812,0,0
B,sort,explicit-8,explicit-8,counts-eu,32,0.250,0.2000,1.0000,0.937370,0.172295,169.417,0.000336,0.006270,-45.875,1.000,3.3,553359,518702,186,3010544,29667,0.183807,172839,172839,0,73,457179136,0,32.53,11112,0,0
B,sort,explicit-16,explicit-16,counts-eu,32,0.250,0.2000,1.0000,0.920955,0.183777,179.834,0.000310,0.006270,-49.811,1.079,3.9,600757,553270,186,3010544,29667,0.199551,172839,172839,21738,137,457179136,0,44.70,17126,0,0
B,sort,bitty-1x8-tau8,bitty-1x8-tau8,counts-eu,32,0.250,0.2000,1.0000,1.000000,0.149269,149.269,0.000000,0.000000,-37.317,1.000,3.2,449380,449380,0,3010544,29667,0.149269,138271,138271,0,41,457179136,97894568,41.40,6401,0,0
B,sort,bitty-1x8-tau32,bitty-1x8-tau32,counts-eu,32,0.250,0.2000,1.0000,0.982155,0.136366,135.746,0.000000,0.000000,-34.711,1.002,3.4,417994,410535,0,3010544,29667,0.138843,130062,122878,0,41,457179136,97894568,42.46,10622,0,0
B,sort,bitty-4x8-ternary,bitty-4x8-ternary,counts-eu,32,0.250,0.2000,1.0000,0.976994,0.177807,176.760,0.000339,0.006270,-45.421,1.000,3.6,547901,535296,186,3010544,29667,0.181994,172837,172837,15050,137,457179136,391578272,66.08,23259,0,0
B,sort,random-matched,random-matched,counts-eu,32,0.250,0.2000,1.0000,0.263088,0.007912,2.372,0.001082,0.003303,-7.478,4.965,21.0,90540,23820,98,3010544,29667,0.030074,24981,21851,113,8,457179136,0,77.29,1019348,90,6
B,sort,bitty-shuffled-instr,bitty-shuffled-instr,counts-eu,32,0.250,0.2000,1.0000,0.558277,0.050502,40.513,0.000000,0.000000,-22.615,2.845,11.4,272336,152039,0,3010544,29667,0.090461,81622,56379,4248,137,457179136,391578272,148.92,563407,0,0
B,sort,bitty-no-delta,bitty-no-delta,counts-eu,32,0.250,0.2000,1.0000,0.863036,0.166897,160.275,0.000319,0.006270,-48.269,1.000,3.7,582190,502451,186,3010544,29667,0.193384,239708,172748,15050,137,457179136,391578272,67.43,20237,0,1
B,sort,bitty-no-type,bitty-no-type,counts-eu,32,0.250,0.2000,1.0000,0.976832,0.177778,176.723,0.000339,0.006270,-45.421,1.000,3.6,547901,535207,186,3010544,29667,0.181994,172748,172748,15050,137,457179136,391578272,64.23,23029,0,0
B,sort,bitty-instr-only,bitty-instr-only,counts-eu,32,0.250,0.2000,1.0000,0.976994,0.177807,176.760,0.000339,0.006270,-45.421,1.000,3.6,547901,535296,186,3010544,29667,0.181994,172837,172837,15050,137,457179136,391578272,65.14,23259,0,0
B,sort,bitty-data-only,bitty-data-only,counts-eu,32,0.250,0.2000,1.0000,0.426748,0.032022,21.268,0.000000,0.000000,-18.759,4.888,21.0,225904,96404,0,3010544,29667,0.075038,479,474,250061,137,457179136,120421728,97.41,2066463,9684,4
B,sort,bitty-instr+data,bitty-instr+data,counts-eu,32,0.250,0.2000,1.0000,0.814884,0.190664,179.836,0.000000,0.000000,-58.494,1.621,6.5,704398,574003,0,3010544,29667,0.233977,165471,164605,89757,137,457179136,512000000,122.00,169008,0,1
B,sort,type+delta,type+delta,counts-eu,32,1.000,0.2000,1.0000,1.000000,0.000022,0.022,0.000000,0.000000,-0.022,2.000,17.0,67,67,0,3010544,29667,0.000022,67,67,0,9,457179136,0,17.78,53,0,0
B,sort,pc-only,pc-only,counts-eu,32,1.000,0.2000,1.0000,0.916506,0.126366,114.854,0.000448,0.006270,-137.754,1.091,3.2,415086,380429,186,3010544,29667,0.137877,138271,138271,0,17,457179136,0,19.71,4966,0,0
B,sort,explicit-1,explicit-1,counts-eu,32,1.000,0.2000,1.0000,0.916506,0.126366,114.854,0.000448,0.006270,-137.754,1.091,3.2,415086,380429,186,3010544,29667,0.137877,138271,138271,0,17,457179136,0,22.51,4966,0,0
B,sort,explicit-2,explicit-2,counts-eu,32,1.000,0.2000,1.0000,0.928428,0.149330,137.819,0.000384,0.006270,-160.719,1.000,3.1,484223,449566,186,3010544,29667,0.160842,172839,172839,0,25,457179136,0,24.17,5902,0,0
B,sort,explicit-4,explicit-4,counts-eu,32,1.000,0.2000,1.0000,0.928428,0.149330,137.819,0.000384,0.006270,-160.719,1.000,3.1,484223,449566,186,3010544,29667,0.160842,172839,172839,0,41,457179136,0,27.40,7812,0,0
B,sort,explicit-8,explicit-8,counts-eu,32,1.000,0.2000,1.0000,0.928428,0.149330,137.819,0.000384,0.006270,-160.719,1.000,3.1,484223,449566,186,3010544,29667,0.160842,172839,172839,0,73,457179136,0,32.83,11112,0,0
B,sort,explicit-16,explicit-16,counts-eu,32,1.000,0.2000,1.0000,0.928428,0.149330,137.819,0.000384,0.006270,-160.719,1.000,3.1,484223,449566,186,3010544,29667,0.160842,172839,172839,0,137,457179136,0,46.26,17126,0,0
B,sort,bitty-1x8-tau8,bitty-1x8-tau8,counts-eu,32,1.000,0.2000,1.0000,1.000000,0.137878,137.878,0.000000,0.000000,-137.878,1.000,3.2,415087,415087,0,3010544,29667,0.137878,138271,138271,0,41,457179136,97894568,42.13,6401,0,0
B,sort,bitty-1x8-tau32,bitty-1x8-tau32,counts-eu,32,1.000,0.2000,1.0000,0.978613,0.113372,110.894,0.000000,0.000000,-115.849,1.000,3.1,348770,341311,0,3010544,29667,0.115849,129884,122700,0,41,457179136,97894568,45.97,10622,0,0
B,sort,bitty-4x8-ternary,bitty-4x8-ternary,counts-eu,32,1.000,0.2000,1.0000,0.999729,0.161727,161.683,0.000382,0.006270,-161.647,1.000,3.3,487018,486886,186,3010544,29667,0.161771,172837,172837,24,137,457179136,391578272,65.98,23259,0,0
B,sort,random-matched,random-matched,counts-eu,32,1.000,0.2000,1.0000,0.813725,0.000028,0.021,0.000000,0.000000,-0.034,4.783,19.9,102,83,0,3010544,29667,0.000034,102,83,0,8,457179136,0,76.41,1019348,90,0
B,sort,bitty-shuffled-instr,bitty-shuffled-instr,counts-eu,32,1.000,0.2000,1.0000,0.902226,0.010152,9.052,0.000000,0.000000,-11.252,1.257,4.5,33874,30562,0,3010544,29667,0.011252,1885,1114,12,137,457179136,391578272,141.98,563407,0,0
B,sort,bitty-no-delta,bitty-no-delta,counts-eu,32,1.000,0.2000,1.0000,0.999262,0.139426,139.323,0.000443,0.006270,-139.405,1.000,3.5,420058,419748,186,3010544,29667,0.139529,138455,138455,24,137,457179136,391578272,62.95,20237,0,0
B,sort,bitty-no-type,bitty-no-type,counts-eu,32,1.000,0.2000,1.0000,0.999546,0.161697,161.624,0.000382,0.006270,-161.647,1.000,3.3,487018,486797,186,3010544,29667,0.161771,172748,172748,24,137,457179136,391578272,63.20,23029,0,0
B,sort,bitty-instr-only,bitty-instr-only,counts-eu,32,1.000,0.2000,1.0000,0.999729,0.161727,161.683,0.000382,0.006270,-161.647,1.000,3.3,487018,486886,186,3010544,29667,0.161771,172837,172837,24,137,457179136,391578272,64.61,23259,0,0
B,sort,bitty-data-only,bitty-data-only,counts-eu,32,1.000,0.2000,1.0000,0.641418,0.015420,6.799,0.000000,0.000000,-24.040,3.783,15.8,72374,46422,0,3010544,29667,0.024040,411,406,35964,137,457179136,120421728,92.30,2066463,9684,2
B,sort,bitty-instr+data,bitty-instr+data,counts-eu,32,1.000,0.2000,1.0000,0.998196,0.177892,177.571,0.000000,0.000000,-178.214,1.216,4.7,536521,535553,0,3010544,29667,0.178214,158383,158049,6350,137,457179136,512000000,118.63,169008,0,0
D,sort,counts-eu,bitty-4x8-ternary,counts-eu,32,0.250,0.2000,1.0000,0.976994,0.177807,176.760,0.000339,0.006270,-45.421,1.000,3.6,547901,535296,186,3010544,29667,0.181994,172837,172837,15050,137,457179136,391578272,64.85,23259,0,0
D,sort,decay-0.99,bitty-4x8-ternary,decay-0.99,32,0.250,0.2000,1.0000,0.974050,0.178316,177.128,0.000337,0.006270,-45.689,1.004,3.6,551130,536828,186,3010544,29667,0.183067,172837,172837,20937,137,457179136,391578272,69.94,23259,0,0
D,sort,decay-0.999,bitty-4x8-ternary,decay-0.999,32,0.250,0.2000,1.0000,0.976985,0.177806,176.759,0.000339,0.006270,-45.422,1.000,3.6,547904,535294,186,3010544,29667,0.181995,172837,172837,15050,137,457179136,391578272,67.54,23259,0,0
D,sort,bandit,bitty-4x8-ternary,bandit,32,0.250,0.2000,1.0000,0.977149,0.177745,176.706,0.000000,0.000000,-45.476,1.000,3.6,547624,535110,0,3010544,29667,0.181902,172837,172837,15050,137,591396864,391578272,66.49,23259,0,0
D,sort,topk-1,bitty-4x8-ternary,topk-1,32,0.250,0.2000,1.0000,0.999708,0.161727,161.715,0.000382,0.006270,-40.366,1.000,3.3,487028,486886,186,3010544,29667,0.161774,172837,172837,24,137,104857600,391578272,63.38,23259,0,0
D,sort,topk-2,bitty-4x8-ternary,topk-2,32,0.250,0.2000,1.0000,0.999728,0.173118,173.106,0.000357,0.006270,-43.214,1.000,3.4,521321,521179,186,3010544,29667,0.173165,172837,172837,24,137,155189248,391578272,61.04,23259,0,0
D,sort,topk-4,bitty-4x8-ternary,topk-4,32,0.250,0.2000,1.0000,0.976994,0.177807,176.760,0.000339,0.006270,-45.421,1.000,3.6,547901,535296,186,3010544,29667,0.181994,172837,172837,15050,137,255852544,391578272,62.62,23259,0,0
D,sort,topk-8,bitty-4x8-ternary,topk-8,32,0.250,0.2000,1.0000,0.976994,0.177807,176.760,0.000339,0.006270,-45.421,1.000,3.6,547901,535296,186,3010544,29667,0.181994,172837,172837,15050,137,457179136,391578272,64.95,23259,0,0
D,sort,fixed-conf-0.25,bitty-4x8-ternary,fixed-conf-0.25,32,0.250,0.2000,1.0000,0.977012,0.177807,176.761,0.000339,0.006270,-45.420,1.000,3.6,547891,535296,186,3010544,29667,0.181991,172837,172837,15050,137,457179136,391578272,64.48,23259,0,0
D,sort,fixed-conf-0.50,bitty-4x8-ternary,fixed-conf-0.50,32,0.250,0.2000,1.0000,0.999729,0.161727,161.716,0.000382,0.006270,-40.365,1.000,3.3,487018,486886,186,3010544,29667,0.161771,172837,172837,24,137,457179136,391578272,64.49,23259,0,0
D,sort,fixed-conf-0.75,bitty-4x8-ternary,fixed-conf-0.75,32,0.250,0.2000,1.0000,0.999912,0.161665,161.662,0.000000,0.000000,-40.420,1.000,3.3,486743,486700,0,3010544,29667,0.161679,172837,172837,24,137,457179136,391578272,63.03,23259,0,0
D,sort,fixed-conf-0.90,bitty-4x8-ternary,fixed-conf-0.90,32,0.250,0.2000,1.0000,0.999912,0.161663,161.659,0.000000,0.000000,-40.419,1.000,3.3,486736,486693,0,3010544,29667,0.161677,172836,172836,24,137,457179136,391578272,64.00,23259,0,0
D,sort,no-gate,bitty-4x8-ternary,no-gate,32,0.250,0.2000,1.0000,0.387937,0.195266,118.246,0.000123,0.006270,-125.759,2.773,11.3,1515341,587857,186,3010544,29667,0.503345,172837,172837,1460879,137,457179136,391578272,69.48,23259,0,9
D,sort,min-evidence-1,bitty-4x8-ternary,min-evidence-1,32,0.250,0.2000,1.0000,0.976955,0.177809,176.761,0.000339,0.006270,-45.424,1.000,3.6,547930,535303,186,3010544,29667,0.182004,172838,172838,15050,137,457179136,391578272,64.36,23259,0,0
D,sort,min-evidence-2,bitty-4x8-ternary,min-evidence-2,32,0.250,0.2000,1.0000,0.976962,0.177809,176.761,0.000339,0.006270,-45.423,1.000,3.6,547925,535302,186,3010544,29667,0.182002,172837,172837,15050,137,457179136,391578272,63.43,23259,0,0
D,sort,min-evidence-6,bitty-4x8-ternary,min-evidence-6,32,0.250,0.2000,1.0000,0.976994,0.177807,176.760,0.000339,0.006270,-45.421,1.000,3.6,547901,535296,186,3010544,29667,0.181994,172837,172837,15050,137,457179136,391578272,64.48,23259,0,0
D,sort,min-evidence-16,bitty-4x8-ternary,min-evidence-16,32,0.250,0.2000,1.0000,0.977011,0.177800,176.754,0.000339,0.006270,-45.419,1.000,3.6,547870,535275,186,3010544,29667,0.181984,172829,172829,15050,137,457179136,391578272,63.64,23259,0,0
D,sort,min-evidence-64,bitty-4x8-ternary,min-evidence-64,32,0.250,0.2000,1.0000,0.976999,0.177605,176.560,0.000322,0.005933,-45.374,1.000,3.6,547277,534689,176,3010544,29667,0.181787,172501,172501,15050,137,457179136,391578272,63.33,23259,0,0
D,sort,absolute-line-outcome,bitty-4x8-ternary,absolute-line-outcome,32,0.250,0.2000,1.0000,0.975889,0.472255,469.338,0.000000,0.000000,-120.981,1.777,6.2,1456870,1421744,0,3010544,29667,0.483923,172562,138269,282755,137,457179136,391578272,65.70,23259,0,1
D,sort,slots-2^14,bitty-4x8-ternary,slots-2^14,32,0.250,0.2000,1.0000,0.976988,0.177778,176.731,0.000340,0.006270,-45.414,1.000,3.6,547813,535207,186,3010544,29667,0.181965,172837,172837,15050,137,1785856,391578272,65.11,16118,7649,0
D,sort,slots-2^16,bitty-4x8-ternary,slots-2^16,32,0.250,0.2000,1.0000,0.976994,0.177807,176.760,0.000339,0.006270,-45.421,1.000,3.6,547901,535296,186,3010544,29667,0.181994,172837,172837,15050,137,7143424,391578272,65.49,23254,5,0
D,sort,slots-2^18,bitty-4x8-ternary,slots-2^18,32,0.250,0.2000,1.0000,0.976994,0.177807,176.760,0.000339,0.006270,-45.421,1.000,3.6,547901,535296,186,3010544,29667,0.181994,172837,172837,15050,137,28573696,391578272,64.31,23259,0,0
D,sort,slots-2^20,bitty-4x8-ternary,slots-2^20,32,0.250,0.2000,1.0000,0.976994,0.177807,176.760,0.000339,0.006270,-45.421,1.000,3.6,547901,535296,186,3010544,29667,0.181994,172837,172837,15050,137,114294784,391578272,64.42,23259,0,0
